레벨,단어,품사,뜻,유의어,반대말,예문,해석
중2-2,smile,"v., n.","미소 짓다, 미소",,"cry, cry",The baby is smiling.,아기가 미소 짓고 있다.
중2-2,snow,"n., v.","눈, 눈이 오다",,,The snow covered the whole town.,눈이 온 마을을 덮었다.
중2-2,snow,"n., v.","눈, 눈이 오다",,,It snowed heavily last night.,어젯밤에 눈이 많이 왔다.
중2-2,snow,"n., v.","눈, 눈이 오다",,,Children love playing in the snow.,아이들은 눈에서 노는 것을 좋아한다.
중2-2,so,adv.,"그래서, 그렇게",,,"It rained, so we stayed home.",비가 와서 우리는 집에 있었다.
중2-2,so,adv.,"그래서, 그렇게",,,She was so tired.,그녀는 무척 피곤했다.
중2-2,so,adv.,"그래서, 그렇게",,,Do not talk so loudly.,그렇게 크게 말하지 마라.
중2-2,soccer,n.,축구,football,,We play soccer after school.,우리는 방과 후에 축구를 한다.
중2-2,soccer,n.,축구,football,,Soccer is popular in Korea.,축구는 한국에서 인기가 있다.
중2-2,soccer,n.,축구,football,,He joined the soccer team.,그는 축구팀에 들어갔다.
중2-2,sock,n.,양말,,,My sock has a hole.,내 양말에 구멍이 났다.
중2-2,sock,n.,양말,,,She bought three pairs of socks.,그녀는 양말 세 켤레를 샀다.
중2-2,sock,n.,양말,,,Wear warm socks in winter.,겨울에는 따뜻한 양말을 신어라.
중2-2,soft,adj.,부드러운,,"hard, hard",This pillow is very soft.,이 베개는 아주 부드럽다.
중2-2,soft,adj.,부드러운,,"hard, hard",She spoke in a soft voice.,그녀는 부드러운 목소리로 말했다.
중2-2,soft,adj.,부드러운,,"hard, hard",The cat has soft fur.,그 고양이는 부드러운 털을 가졌다.
중2-2,software,n.,소프트웨어,program,,This software is free.,이 소프트웨어는 무료다.
중2-2,software,n.,소프트웨어,program,,He writes software for a living.,그는 소프트웨어를 만들어 먹고산다.
중2-2,software,n.,소프트웨어,program,,The software needs an update.,그 소프트웨어는 업데이트가 필요하다.
중2-2,some,adj.,"약간의, 몇몇의",,"none, none","Add some sugar, please.",설탕을 조금 넣어 주세요.
중2-2,some,adj.,"약간의, 몇몇의",,"none, none",Some students went home early.,몇몇 학생은 일찍 집에 갔다.
중2-2,some,adj.,"약간의, 몇몇의",,"none, none",I need some help.,나는 도움이 좀 필요하다.
중2-2,sometimes,adv.,"가끔, 때때로","occasionally, at times",,Sometimes I walk to school.,나는 가끔 학교에 걸어간다.
중2-2,sometimes,adv.,"가끔, 때때로","occasionally, at times",,She sometimes helps in the kitchen.,그녀는 가끔 부엌일을 돕는다.
중2-2,sometimes,adv.,"가끔, 때때로","occasionally, at times",,Sometimes it snows in April.,가끔 4월에 눈이 온다.
중2-2,son,n.,아들,,"daughter, daughter",Their son is ten years old.,그들의 아들은 열 살이다.
중2-2,son,n.,아들,,"daughter, daughter",She has one son.,그녀는 아들이 하나 있다.
중2-2,son,n.,아들,,"daughter, daughter",My son loves soccer.,내 아들은 축구를 좋아한다.
중2-2,song,n.,노래,tune,,She sang a beautiful song.,그녀는 아름다운 노래를 불렀다.
중2-2,song,n.,노래,tune,,This song is very popular.,이 노래는 아주 인기가 있다.
중2-2,song,n.,노래,tune,,We learned a new song.,우리는 새 노래를 배웠다.
중2-2,sorry,adj.,미안한,,,I am sorry for being late.,늦어서 미안합니다.
중2-2,sorry,adj.,미안한,,,She felt sorry for the dog.,그녀는 그 개가 안쓰러웠다.
중2-2,sorry,adj.,미안한,,,He said sorry and left.,그는 미안하다고 하고 떠났다.
중2-2,sound,"n., v.",소리,,,I heard a strange sound.,나는 이상한 소리를 들었다.
중2-2,sound,"n., v.",소리,,,The sound of rain is nice.,빗소리는 좋다.
중2-2,sound,"n., v.",~처럼 들리다,seem,,That sounds like a good plan.,그것은 좋은 계획처럼 들린다.
중2-2,sound,"n., v.",~처럼 들리다,seem,,She sounded tired on the phone.,그녀는 전화로 피곤한 목소리였다.
중2-2,soup,n.,"국, 수프",,,The soup is too hot.,국이 너무 뜨겁다.
중2-2,soup,n.,"국, 수프",,,She made chicken soup.,그녀는 닭고기 수프를 만들었다.
중2-2,soup,n.,"국, 수프",,,Eat the soup with a spoon.,숟가락으로 국을 떠 먹어라.
중2-2,south,"n., adj.",남쪽,,"north, north",Birds fly south in winter.,새들은 겨울에 남쪽으로 날아간다.
중2-2,south,"n., adj.",남쪽,,"north, north",The town is in the south of the country.,그 마을은 나라의 남쪽에 있다.
중2-2,south,"n., adj.",남쪽,,"north, north",My window faces south.,내 창문은 남쪽을 향해 있다.
중2-2,space,n.,"공간, 자리",room,,There is not enough space in this box.,이 상자에는 공간이 충분하지 않다.
중2-2,space,n.,"공간, 자리",room,,We need more space for the desks.,책상을 놓을 자리가 더 필요하다.
중2-2,space,n.,우주,the universe,,He dreams of traveling in space.,그는 우주 여행을 꿈꾼다.
중2-2,space,n.,우주,the universe,,There is no air in space.,우주에는 공기가 없다.
중2-2,spaghetti,n.,스파게티,,,We had spaghetti for dinner.,우리는 저녁으로 스파게티를 먹었다.
중2-2,spaghetti,n.,스파게티,,,This spaghetti tastes great.,이 스파게티는 아주 맛있다.
중2-2,spaghetti,n.,스파게티,,,She cooked spaghetti for us.,그녀는 우리에게 스파게티를 만들어 주었다.
중2-2,speak,v.,말하다,talk,"listen, listen",She speaks three languages.,그녀는 세 개 언어를 한다.
중2-2,speak,v.,말하다,talk,"listen, listen",He spoke slowly and clearly.,그는 천천히 또렷하게 말했다.
중2-2,speak,v.,말하다,talk,"listen, listen",Please speak louder.,더 크게 말해 주세요.
중2-2,special,adj.,특별한,unique,"ordinary, ordinary",Today is a special day.,오늘은 특별한 날이다.
중2-2,special,adj.,특별한,unique,"ordinary, ordinary",She has a special talent for music.,그녀는 음악에 특별한 재능이 있다.
중2-2,special,adj.,특별한,unique,"ordinary, ordinary",We ate something special for dinner.,우리는 저녁으로 특별한 것을 먹었다.
중2-2,speed,n.,속도,,,The car increased its speed.,차가 속도를 높였다.
중2-2,speed,n.,속도,,,Please reduce your speed here.,여기서는 속도를 줄여 주세요.
중2-2,speed,n.,속도,,,He ran at full speed.,그는 전속력으로 달렸다.
중2-2,spoon,n.,숟가락,,,He ate the rice with a spoon.,그는 숟가락으로 밥을 먹었다.
중2-2,spoon,n.,숟가락,,,The spoon fell on the floor.,숟가락이 바닥에 떨어졌다.
중2-2,spoon,n.,숟가락,,,Put the spoon next to the bowl.,숟가락을 그릇 옆에 놓아라.
중2-2,sport,n.,"운동, 스포츠",,,Soccer is my favorite sport.,축구는 내가 제일 좋아하는 운동이다.
중2-2,sport,n.,"운동, 스포츠",,,Sport keeps you healthy.,운동은 건강을 지켜 준다.
중2-2,sport,n.,"운동, 스포츠",,,She plays two sports.,그녀는 운동 두 종목을 한다.
중2-2,spring,n.,봄,,,Flowers bloom in spring.,봄에 꽃이 핀다.
중2-2,spring,n.,봄,,,We plant trees every spring.,우리는 매년 봄에 나무를 심는다.
중2-2,spring,n.,봄,,,Spring is warm and bright.,봄은 따뜻하고 밝다.
중2-2,staff,n.,직원,,,The staff was very kind.,직원들이 아주 친절했다.
중2-2,staff,n.,직원,,,Our school has twenty staff.,우리 학교에는 직원이 스무 명 있다.
중2-2,staff,n.,직원,,,He joined the staff last year.,그는 작년에 직원이 되었다.
중2-2,stand,v.,"서다, 서 있다",,,Please stand up.,일어서 주세요.
중2-2,stand,v.,"서다, 서 있다",,,He stood by the window.,그는 창가에 서 있었다.
중2-2,stand,v.,"서다, 서 있다",,,She is standing in line.,그녀는 줄을 서 있다.
중2-2,star,n.,별,,,We counted the stars last night.,우리는 어젯밤 별을 세었다.
중2-2,star,n.,별,,,The star is very far away.,그 별은 아주 멀리 있다.
중2-2,star,n.,별,,,Stars are hard to see in the city.,도시에서는 별을 보기 어렵다.
중2-2,start,v.,시작하다,begin,"finish, finish, stop",The class starts at nine.,수업은 9시에 시작한다.
중2-2,start,v.,시작하다,begin,"finish, finish, stop",She started learning Chinese.,그녀는 중국어를 배우기 시작했다.
중2-2,start,v.,시작하다,begin,"finish, finish, stop",It is starting to rain.,비가 오기 시작하고 있다.
중2-2,stay,v.,"머무르다, 있다",remain,"leave, leave",We stayed at a hotel near the beach.,우리는 해변 근처 호텔에 묵었다.
중2-2,stay,v.,"머무르다, 있다",remain,"leave, leave",Please stay here until I come back.,내가 돌아올 때까지 여기 있어 줘.
중2-2,stay,v.,"머무르다, 있다",remain,"leave, leave",He is staying with his grandmother.,그는 할머니 댁에 머물고 있다.
중2-2,steak,n.,스테이크,,,He ordered a steak.,그는 스테이크를 주문했다.
중2-2,steak,n.,스테이크,,,The steak was well cooked.,스테이크가 잘 익었다.
중2-2,steak,n.,스테이크,,,She does not eat steak.,그녀는 스테이크를 먹지 않는다.
중2-2,stone,n.,돌,rock,,The wall is made of stone.,그 벽은 돌로 만들어졌다.
중2-2,stone,n.,돌,rock,,He threw a stone into the river.,그는 강에 돌을 던졌다.
중2-2,stone,n.,돌,rock,,There are small stones on the path.,길에 작은 돌들이 있다.
중2-2,stop,v.,"멈추다, 그만두다","halt, quit","cause, continue, start, start, continue, cause",The bus stopped in front of the school.,버스가 학교 앞에 멈췄다.
중2-2,stop,v.,"멈추다, 그만두다","halt, quit","cause, continue, start, start, continue, cause",Please stop talking.,그만 이야기해 주세요.
중2-2,stop,v.,"멈추다, 그만두다","halt, quit","cause, continue, start, start, continue, cause",The rain is stopping now.,비가 지금 그치고 있다.
중2-2,store,"n., v.","가게, 상점",shop,,I bought milk at the store.,나는 가게에서 우유를 샀다.
중2-2,store,"n., v.","가게, 상점",shop,,The store closes at ten.,그 가게는 10시에 문을 닫는다.
중2-2,store,"n., v.","보관하다, 저장하다",keep,,We store rice in this room.,우리는 이 방에 쌀을 보관한다.
중2-2,store,"n., v.","보관하다, 저장하다",keep,,She stored the photos on her computer.,그녀는 사진을 컴퓨터에 저장했다.
중2-2,story,n.,이야기,tale,,Grandmother told us a story.,할머니가 우리에게 이야기를 들려주셨다.
중2-2,story,n.,이야기,tale,,This story is about a brave girl.,이 이야기는 용감한 소녀에 관한 것이다.
중2-2,story,n.,이야기,tale,,I read three stories last night.,나는 어젯밤에 이야기 세 편을 읽었다.
중2-2,street,n.,"거리, 길",road,,The street was full of people.,거리가 사람들로 가득했다.
중2-2,street,n.,"거리, 길",road,,Do not play in the street.,길에서 놀지 마라.
중2-2,street,n.,"거리, 길",road,,She lives on this street.,그녀는 이 거리에 산다.
중2-2,strong,adj.,"강한, 튼튼한","powerful, tough",weak,He has strong arms.,그는 팔이 튼튼하다.
중2-2,strong,adj.,"강한, 튼튼한","powerful, tough",weak,A strong wind blew all night.,강한 바람이 밤새 불었다.
중2-2,strong,adj.,"강한, 튼튼한","powerful, tough",weak,She has a strong will.,그녀는 강한 의지를 가지고 있다.
중2-2,study,v.,공부하다,learn,,I study English every day.,나는 매일 영어를 공부한다.
중2-2,study,v.,공부하다,learn,,She studied all night.,그녀는 밤새 공부했다.
중2-2,study,v.,공부하다,learn,,He is studying in his room.,그는 방에서 공부하고 있다.
중2-2,style,n.,"스타일, 방식",,,I like her writing style.,나는 그녀의 글 스타일을 좋아한다.
중2-2,style,n.,"스타일, 방식",,,This style of hat is popular.,이런 스타일의 모자가 인기다.
중2-2,style,n.,"스타일, 방식",,,He changed his hair style.,그는 머리 스타일을 바꿨다.
중2-2,subway,n.,지하철,metro,,I take the subway to school.,나는 지하철로 학교에 간다.
중2-2,subway,n.,지하철,metro,,The subway is crowded in the morning.,지하철은 아침에 붐빈다.
중2-2,subway,n.,지하철,metro,,The subway station is near here.,지하철역이 이 근처에 있다.
중2-2,sugar,n.,설탕,,,Do not put too much sugar in the tea.,차에 설탕을 너무 많이 넣지 마라.
중2-2,sugar,n.,설탕,,,This cake has a lot of sugar.,이 케이크에는 설탕이 많이 들어 있다.
중2-2,sugar,n.,설탕,,,She drinks coffee without sugar.,그녀는 설탕 없이 커피를 마신다.
중2-2,summer,n.,여름,,winter,We swim in the sea every summer.,우리는 매년 여름 바다에서 수영한다.
중2-2,summer,n.,여름,,winter,Summer in Korea is hot and wet.,한국의 여름은 덥고 습하다.
중2-2,summer,n.,여름,,winter,She visited Europe last summer.,그녀는 지난여름 유럽을 방문했다.
중2-2,sun,n.,"해, 태양",,,The sun rises in the east.,해는 동쪽에서 뜬다.
중2-2,sun,n.,"해, 태양",,,The sun is very bright today.,오늘 햇빛이 아주 밝다.
중2-2,sun,n.,"해, 태양",,,Plants need the sun to grow.,식물은 자라려면 해가 필요하다.
중2-2,sunny,adj.,"화창한, 햇볕이 잘 드는",,"cloudy, cloudy",It is sunny and warm today.,오늘은 화창하고 따뜻하다.
중2-2,sunny,adj.,"화창한, 햇볕이 잘 드는",,"cloudy, cloudy",We had a sunny day at the beach.,우리는 해변에서 화창한 하루를 보냈다.
중2-2,sunny,adj.,"화창한, 햇볕이 잘 드는",,"cloudy, cloudy",Her room is bright and sunny.,그녀의 방은 밝고 햇볕이 잘 든다.
중2-2,sure,adj.,확신하는,certain,,Are you sure about that?,그것에 대해 확신하니?
중2-2,sure,adj.,확신하는,certain,,I am sure she will come.,나는 그녀가 올 거라고 확신한다.
중2-2,sure,adj.,확신하는,certain,,He was not sure of the answer.,그는 답에 확신이 없었다.
중2-2,surprised,adj.,놀란,"amazed, shocked",,I was surprised at the news.,나는 그 소식에 놀랐다.
중2-2,surprised,adj.,놀란,"amazed, shocked",,She looked surprised to see me.,그녀는 나를 보고 놀란 듯했다.
중2-2,surprised,adj.,놀란,"amazed, shocked",,We were surprised by his answer.,우리는 그의 대답에 놀랐다.
중2-2,swim,v.,"수영하다, 헤엄치다",,"sink, sink",I swim twice a week.,나는 일주일에 두 번 수영한다.
중2-2,swim,v.,"수영하다, 헤엄치다",,"sink, sink",She swam across the river.,그녀는 강을 헤엄쳐 건넜다.
중2-2,swim,v.,"수영하다, 헤엄치다",,"sink, sink",Fish are swimming in the pond.,물고기들이 연못에서 헤엄치고 있다.
중2-2,table,n.,"탁자, 식탁",,,Put the plate on the table.,접시를 식탁에 놓아라.
중2-2,table,n.,"탁자, 식탁",,,The table is made of wood.,그 탁자는 나무로 만들어졌다.
중2-2,table,n.,"탁자, 식탁",,,We sat around the table.,우리는 탁자 둘레에 앉았다.
중2-2,tail,n.,꼬리,,,The dog wagged its tail.,개가 꼬리를 흔들었다.
중2-2,tail,n.,꼬리,,,A fox has a long tail.,여우는 꼬리가 길다.
중2-2,tail,n.,꼬리,,,The cat's tail is black.,그 고양이의 꼬리는 검다.
중2-2,take,v.,"가져가다, 타다",,"give, give",Take an umbrella with you.,우산을 가져가라.
중2-2,take,v.,"가져가다, 타다",,"give, give",She took the bus to work.,그녀는 버스를 타고 출근했다.
중2-2,take,v.,"가져가다, 타다",,"give, give",Take these books to the library.,이 책들을 도서관에 가져가라.
