레벨,갈래,표제어,한자,한자 확인,분류,뜻,예문,현대어 풀이,출처
중2-4,수능 어휘,역설,逆說,확인,논리,겉보기에는 모순되지만 깊은 진리를 담고 있는 표현,'찬란한 슬픔의 봄'은 역설적 표현의 대명사다.,,
중2-4,수능 어휘,역설,逆說,확인,논리,겉보기에는 모순되지만 깊은 진리를 담고 있는 표현,신앙을 가지고 산다는 것은 이성으로는 믿기 어려운 역설을 순순히 받아들이는 것이다.,,표준국어대사전
중2-4,수능 어휘,순환논리,Circular Logic,확인,논리,결론을 전제로 삼거나 전제를 결론으로 다시 주장함,순환논증은 새로운 정보나 근거를 제시하지 못한다.,,
중2-4,수능 어휘,동어반복,Tautology,확인,논리,같은 말을 단지 표현만 바꾸어 반복하는 무의미한 명제,'학생은 공부하는 사람이다'는 동어반복적 명제다.,,
중2-4,수능 어휘,반론,反論,확인,독서,상대방의 주장이나 근거를 반박하고 문제를 제기함,제시된 반론에 대답하기 위해 보완 근거를 제시했다.,,
중2-4,수능 어휘,반론,反論,확인,독서,상대방의 주장이나 근거를 반박하고 문제를 제기함,그의 주장은 곧 격렬한 반론에 부딪쳤다.,,표준국어대사전
중2-4,수능 어휘,반론,反論,확인,독서,상대방의 주장이나 근거를 반박하고 문제를 제기함,환경 보호를 위해 공장을 축소하자는 주장에 대해 많은 사람들이 반론을 제기했다.,,표준국어대사전
중2-4,수능 어휘,반론,反論,확인,독서,상대방의 주장이나 근거를 반박하고 문제를 제기함,반론을 제기하다.,,표준국어대사전
중2-4,수능 어휘,반론,反論,확인,독서,상대방의 주장이나 근거를 반박하고 문제를 제기함,반론을 펴다.,,표준국어대사전
중2-4,수능 어휘,입증,立證,확인,독서,증거를 제시하여 어떤 사실이나 주장의 진실성을 증명함,가설을 정립한 후에는 실험을 통해 입증해야 한다.,,
중2-4,수능 어휘,입증,立證,확인,독서,증거를 제시하여 어떤 사실이나 주장의 진실성을 증명함,의료 사고의 입증 책임은 의료 기관에 있다.,,표준국어대사전
중2-4,수능 어휘,입증,立證,확인,독서,증거를 제시하여 어떤 사실이나 주장의 진실성을 증명함,그 사고는 목격자가 없어 입증이 불가능했다.,,표준국어대사전
중2-4,수능 어휘,입증,立證,확인,독서,증거를 제시하여 어떤 사실이나 주장의 진실성을 증명함,이 학설은 입증이 곤란하여 통설로 받아들이기 어렵다.,,표준국어대사전
중2-4,수능 어휘,반증,反證,확인,독서,어떤 가설이나 주장이 거짓임을 증명하는 사실이나 근거,하나의 반증 사례만으로도 가설은 파기될 수 있다.,,
중2-4,수능 어휘,반증,反證,확인,독서,어떤 가설이나 주장이 거짓임을 증명하는 사실이나 근거,우리에겐 그 사실을 뒤집을 만한 반증이 없다.,,표준국어대사전
중2-4,수능 어휘,반증,反證,확인,독서,어떤 가설이나 주장이 거짓임을 증명하는 사실이나 근거,그의 주장은 논리가 워낙 치밀해서 반증을 대기가 어렵다.,,표준국어대사전
중2-4,수능 어휘,반증,反證,확인,독서,어떤 가설이나 주장이 거짓임을 증명하는 사실이나 근거,그들이 이토록 조용한 것은 더 큰 음모들을 꾸미고 있다는 반증이기 때문이다.,,표준국어대사전
중2-4,수능 어휘,반증,反證,확인,독서,어떤 가설이나 주장이 거짓임을 증명하는 사실이나 근거,"소위 구제니 자선이니 하는 것을 향기 있고 아름다운 말이나 행위로 알지만, 실상은 사회가 병들었다는 반증밖에 아니 되고, 그 어느 구석에든지 이기적 충동이 있다고 보이는데요…….",,표준국어대사전
중2-4,수능 어휘,가설,假設,확인,독서,어떤 현상을 설명하기 위해 임시로 세운 추측이나 명제,과학 연구는 가설 설정과 검증의 반복 과정이다.,,
중2-4,수능 어휘,가설,假設,확인,독서,어떤 현상을 설명하기 위해 임시로 세운 추측이나 명제,가설을 검증하다.,,표준국어대사전
중2-4,수능 어휘,가설,假設,확인,독서,어떤 현상을 설명하기 위해 임시로 세운 추측이나 명제,가설을 세우다.,,표준국어대사전
중2-4,수능 어휘,검증,檢證,확인,독서,실제 관찰이나 실험을 통해 가설의 참/거짓을 확인함,가설이 정당성을 얻으려면 엄밀한 검증을 거쳐야 한다.,,
중2-4,수능 어휘,검증,檢證,확인,독서,실제 관찰이나 실험을 통해 가설의 참/거짓을 확인함,그 이론은 검증을 거치지 않은 것이므로 신뢰할 수 없다.,,표준국어대사전
중2-4,수능 어휘,검증,檢證,확인,독서,실제 관찰이나 실험을 통해 가설의 참/거짓을 확인함,수사 기관의 검증.,,표준국어대사전
중2-4,수능 어휘,검증,檢證,확인,독서,실제 관찰이나 실험을 통해 가설의 참/거짓을 확인함,화장터엔 아직도 머리를 잃어버린 시인의 관이 승화하지 못한 채 관할서 형사들의 검증을 받고 있었다.,,표준국어대사전
중2-4,수능 어휘,검증,檢證,확인,독서,실제 관찰이나 실험을 통해 가설의 참/거짓을 확인함,검증 결과.,,표준국어대사전
중2-4,수능 어휘,정당화,正當化,확인,독서,주장이나 행위가 옳고 타당함을 근거를 들어 밝힘,지식은 정당화된 참인 믿음으로 정의되기도 한다.,,
중2-4,수능 어휘,정당화,正當化,확인,독서,주장이나 행위가 옳고 타당함을 근거를 들어 밝힘,권력 승계의 정당화.,,표준국어대사전
중2-4,수능 어휘,정당화,正當化,확인,독서,주장이나 행위가 옳고 타당함을 근거를 들어 밝힘,정당화의 이유.,,표준국어대사전
중2-4,수능 어휘,논지,論旨,확인,독서,글쓴이가 글 전체를 통해 전달하고자 하는 핵심 주장,글의 논지를 제대로 파악해야 출제 의도에 부합한다.,,
중2-4,수능 어휘,논지,論旨,확인,독서,글쓴이가 글 전체를 통해 전달하고자 하는 핵심 주장,논지를 분명히 하다.,,표준국어대사전
중2-4,수능 어휘,논지,論旨,확인,독서,글쓴이가 글 전체를 통해 전달하고자 하는 핵심 주장,그의 논지를 요약하면 다음과 같다.,,표준국어대사전
중2-4,수능 어휘,논지,論旨,확인,독서,글쓴이가 글 전체를 통해 전달하고자 하는 핵심 주장,우리는 그의 논지에 공감한다.,,표준국어대사전
중2-4,수능 어휘,논지,論旨,확인,독서,글쓴이가 글 전체를 통해 전달하고자 하는 핵심 주장,언제나 자기 나름의 기묘한 논지를 펴 나가는 그의 앞에서는 나는 늘 할 말을 잃고 그의 궤변을 다소곳이 들어 주었다.,,표준국어대사전
중2-4,수능 어휘,맥락,脈絡,확인,독서,문맥이나 상황 등 글과 사건을 둘러싼 전후 관계,어휘의 의미는 문맥적 맥락 속에서 명확해진다.,,
중2-4,수능 어휘,맥락,脈絡,확인,독서,문맥이나 상황 등 글과 사건을 둘러싼 전후 관계,그 문제는 문화적인 맥락에서 생각해야 한다.,,표준국어대사전
중2-4,수능 어휘,맥락,脈絡,확인,독서,문맥이나 상황 등 글과 사건을 둘러싼 전후 관계,경찰은 최근에 일어난 일련의 사건을 같은 맥락으로 파악하고 있었다.,,표준국어대사전
중2-4,수능 어휘,맥락,脈絡,확인,독서,문맥이나 상황 등 글과 사건을 둘러싼 전후 관계,그는 맥락도 통하지 않는 말을 주절주절 지껄였다.,,표준국어대사전
중2-4,수능 어휘,맥락,脈絡,확인,독서,문맥이나 상황 등 글과 사건을 둘러싼 전후 관계,"그를 찾을 수 있다면…종대는 어떻게든 잃어버린 자신을 되찾고, 단절되어 버린 과거와의 맥락을 이어 내려갈 수 있을 것만 같았다.",,표준국어대사전
중2-4,수능 어휘,주제,主題,확인,독서,글이나 작품 전체를贯通하는 핵심적인 생각과 가치,단락별 요약을 종합하여 글의 주제를 이끌어냈다.,,
중2-4,수능 어휘,주제,主題,확인,독서,글이나 작품 전체를贯通하는 핵심적인 생각과 가치,주제와 관련이 없는 내용.,,표준국어대사전
중2-4,수능 어휘,주제,主題,확인,독서,글이나 작품 전체를贯通하는 핵심적인 생각과 가치,오늘 강당에서는 ‘한국의 농업 정책’이라는 주제로 강연이 있다.,,표준국어대사전
중2-4,수능 어휘,주제,主題,확인,독서,글이나 작품 전체를贯通하는 핵심적인 생각과 가치,김 교수는 어려운 주제를 다루면서도 학생들이 이해하기 쉽게 설명했다.,,표준국어대사전
중2-4,수능 어휘,주제,主題,확인,독서,글이나 작품 전체를贯通하는 핵심적인 생각과 가치,자연의 아름다움을 주제로 한 그림.,,표준국어대사전
중3-1,사자성어,분골쇄신,粉骨碎身,확인,,뼈가 가루가 되도록 최선을 다함,국가를 위해 분골쇄신하겠다는 다짐.,,
중3-1,사자성어,불문곡직,不問曲直,확인,,옳고 그름을 따지지 않고 다짜고짜 행동함,불문곡직하고 상대를 비난하는 불통의 태도.,,
중3-1,사자성어,비일비재,非一非再,확인,,한두 번이 아님 (흔히 일어남),이러한 오류는 실전 지문에서 비일비재하다.,,
중3-1,사자성어,사상누각,沙上樓閣,확인,,모래 위에 세운 누각 (기초가 약함),기본 개념 없는 문제 풀이는 사상누각이다.,,
중3-1,사자성어,살신성인,殺身成仁,확인,,자신을 희생하여 의롭고 바른 일을 이룸,타인을 위해 살신성인한义士의 숭고한 정신.,,
중3-1,사자성어,삼고초려,三顧草廬,확인,,인재를 얻기 위해 정성을 다함,인재를 등용하기 위해 삼고초려의 정성을 기울이다.,,
중3-1,사자성어,삼십육계,三十六計,확인,,도망치는 것이 상책임,상대가 너무 강하자 삼십육계 도망치다.,,
중3-1,사자성어,상전벽해,桑田碧海,확인,,뽕나무 밭이 바다로 변함 (세상이 크게 바뀌함),고향 마을이 상전벽해로 바뀌어 알아보지 못하다.,,
중3-1,사자성어,선견지명,先見之明,확인,,앞날을 미리 내다보는 뛰어난 안목,미래 산업을 예측한 창업자의 선견지명.,,
중3-1,사자성어,소탐대실,小貪大失,확인,,작은 것을 탐내다가 큰 것을 잃음,당장의 작은 이익에 눈이 멀어 소탐대실하지 마라.,,
중3-1,사자성어,수수방관,袖手傍觀,확인,,소매에 손을 넣고 구경만 함 (팔짱 끼고 방관함),위기에 처한 이웃을 수수방관할 수 없다.,,
중3-1,사자성어,순망치한,脣亡齒寒,확인,,입술이 없으면 이가 시림 (밀접한 상호관계),두 국가는 순망치한의 관계에 있다.,,
중3-1,사자성어,신상필벌,信賞必罰,확인,,공이 있으면 상을 주고 죄가 있으면 반드시 벌함,신상필벌의 원칙으로 조직의 기강을 바로잡다.,,
중3-1,개념어,정보의 비대칭성,,,비문학,거래 당사자 간에 한쪽은 정보를 가지고 있고 다른 쪽은 정보가 부족한 상태,중고차 시장에서 판매자는 차의 하자를 알지만 구매자는 알지 못함 (역선택 발생).,,
중3-1,개념어,통화 정책 vs 재정 정책,,,비문학,"중앙은행이 금리/통화량을 조절하는 '통화 정책', 정부가 세금/지출을 조절하는 '재정 정책'",한국은행의 기준금리 인상(통화 정책) / 정부의 재난지원금 지급(재정 정책).,,
중3-1,개념어,유동성,,,비문학,자산을 손실 없이 현금으로 전환할 수 있는 용이성의 정도,"현금은 유동성이 매우 높고, 부동산은 현금화에 시간이 걸리므로 유동성이 낮음.",,
중3-1,개념어,엔트로피,,,비문학,무질서도나 예측 불가능성의 정도를 나타내는 물리적 개념 (열역학 제2법칙),고립계 전체의 엔트로피는 항상 증가하는 방향(더 무질서한 상태)으로 진행함.,,
중3-1,개념어,구성 요건,,,비문학,법률에서 범죄로 성립하기 위해 규정해 놓은 객관적·주관적 요건,절도죄가 성립하려면 '타인의 재물을 절취한다'는 구성 요건을 충족해야 함.,,
중3-1,개념어,물권 vs 채권,,,비문학,"물권은 물건을 직접 지배할 수 있는 권리(전세권 등), 채권은 특정인에게 행위를 청구함","집주인에게 집을 사용하게 해달라고 요구하는 것은 채권, 부동산 소유권은 물권.",,
중3-1,개념어,기속 행위 vs 재량 행위,,,비문학,"법률에 요건과 행위가 엄격히 정해진 '기속 행위', 행정청에 재량권이 부여된 '재량 행위'",요건 충족 시 무조건 허가해야 함(기속) vs 사안에 따라 허가 여부를 결정함(재량).,,
중3-1,개념어,순환 논리,,,비문학,"결론을 전제로 삼거나, 전제와 결론이 서로를 되풀이하여 증명하려 하는 논리적 오류","""그 책의 내용은 진실이다. 왜냐하면 그 책에 진실이라고 적혀 있기 때문이다.""",,
중3-1,고전,즈믄,,,수사,천(1000),즈믄 해를 누리소서 (천 년을 누리소서),,
중3-1,고전,즈믄,,,수사,천(1000),즈믄 ᄒᆡᆯ 長存ᄒᆞ샬,,동동
중3-1,고전,즈믄,,,수사,천(1000),즈믄 ᄒᆡ를 아즐가 즈믄 ᄒᆡ를 외오곰 녀신ᄃᆞᆯ,,서경별곡
중3-1,고전,즈믄,,,수사,천(1000),즈믄 ᄒᆡᄅᆞᆯ 외오곰 녀신ᄃᆞᆯ,,정석가
중3-1,고전,즈믄,,,수사,천(1000),즈믄 ᄒᆡᄅᆞᆯ 외오곰 녀신ᄃᆞᆯ,,정석가
중3-1,고전,갓,,,시간/상태,"겨우, 이제 막",갓 스물에 (이제 막 스물에),,
중3-1,고전,갓,,,시간/상태,"겨우, 이제 막",갓 피어난 꽃,,
중3-1,고전,마초아,,,부사,"마침, 때마침",마초아 바람 불어 (마침 바람이 불어),,
중3-1,고전,다희,,,공간,"쪽, 근처, 방향",님 다희 바라보니 (님이 계신 쪽을 바라보니),,
중3-1,고전,전차(前車/전차),,,명사,"까닭, 이유",무슨 전차로 이러하는고 (무슨 까닭으로 이러하는가),,
중3-1,고전,나외야,,,부사,"더욱, 도리어",나외야 더욱 슬프다 (도리어 더욱 슬프구나),,
중3-1,수능 어휘,요약,要約,확인,독서,글의 핵심 내용을 간려하게 간추려 정리함,긴 비문학 지문은 단락별 핵심어를 중심으로 요약한다.,,
